Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
88.55,0.06681125,966.2425,4.206115,67.913,16.771,320.729,0.331655,6.85865,609.9115,1.9877
88.56,0.066834,966.236,4.206128,67.9136,16.7712,320.6888,0.331616,6.85928,609.8928,1.98744
88.57,0.06685675,966.2295,4.206141,67.9142,16.7714,320.6486,0.331577,6.85991,609.8741,1.98718
88.58,0.0668795,966.223,4.206154,67.9148,16.7716,320.6084,0.331538,6.86054,609.8554,1.98692
88.59,0.06690225,966.2165,4.206167,67.9154,16.7718,320.5682,0.331499,6.86117,609.8367,1.98666
88.6,0.066925,966.21,4.20618,67.916,16.772,320.528,0.33146,6.8618,609.818,1.9864
88.61,0.06694775,966.2035,4.206193,67.9166,16.7722,320.4878,0.331421,6.86243,609.7993,1.98614
88.62,0.0669705,966.197,4.206206,67.9172,16.7724,320.4476,0.331382,6.86306,609.7806,1.98588
88.63,0.06699325,966.1905,4.206219,67.9178,16.7726,320.4074,0.331343,6.86369,609.7619,1.98562
88.64,0.067016,966.184,4.206232,67.9184,16.7728,320.3672,0.331304,6.86432,609.7432,1.98536
88.65,0.06703875,966.1775,4.206245,67.919,16.773,320.327,0.331265,6.86495,609.7245,1.9851
88.66,0.0670615,966.171,4.206258,67.9196,16.7732,320.2868,0.331226,6.86558,609.7058,1.98484
88.67,0.06708425,966.1645,4.206271,67.9202,16.7734,320.2466,0.331187,6.86621,609.6871,1.98458
88.68,0.067107,966.158,4.206284,67.9208,16.7736,320.2064,0.331148,6.86684,609.6684,1.98432
88.69,0.06712975,966.1515,4.206297,67.9214,16.7738,320.1662,0.331109,6.86747,609.6497,1.98406
88.7,0.0671525,966.145,4.20631,67.922,16.774,320.126,0.33107,6.8681,609.631,1.9838
88.71,0.06717525,966.1385,4.206323,67.9226,16.7742,320.0858,0.331031,6.86873,609.6123,1.98354
88.72,0.067198,966.132,4.206336,67.9232,16.7744,320.0456,0.330992,6.86936,609.5936,1.98328
88.73,0.06722075,966.1255,4.206349,67.9238,16.7746,320.0054,0.330953,6.86999,609.5749,1.98302
88.74,0.0672435,966.119,4.206362,67.9244,16.7748,319.9652,0.330914,6.87062,609.5562,1.98276
88.75,0.06726625,966.1125,4.206375,67.925,16.775,319.925,0.330875,6.87125,609.5375,1.9825
88.76,0.067289,966.106,4.206388,67.9256,16.7752,319.8848,0.330836,6.87188,609.5188,1.98224
88.77,0.06731175,966.0995,4.206401,67.9262,16.7754,319.8446,0.330797,6.87251,609.5001,1.98198
88.78,0.0673345,966.093,4.206414,67.9268,16.7756,319.8044,0.330758,6.87314,609.4814,1.98172
88.79,0.06735725,966.0865,4.206427,67.9274,16.7758,319.7642,0.330719,6.87377,609.4627,1.98146
88.8,0.06738,966.08,4.20644,67.928,16.776,319.724,0.33068,6.8744,609.444,1.9812
88.81,0.06740275,966.0735,4.206453,67.9286,16.7762,319.6838,0.330641,6.87503,609.4253,1.98094
88.82,0.0674255,966.067,4.206466,67.9292,16.7764,319.6436,0.330602,6.87566,609.4066,1.98068
88.83,0.06744825,966.0605,4.206479,67.9298,16.7766,319.6034,0.330563,6.87629,609.3879,1.98042
88.84,0.067471,966.054,4.206492,67.9304,16.7768,319.5632,0.330524,6.87692,609.3692,1.98016
88.85,0.06749375,966.0475,4.206505,67.931,16.777,319.523,0.330485,6.87755,609.3505,1.9799
88.86,0.0675165,966.041,4.206518,67.9316,16.7772,319.4828,0.330446,6.87818,609.3318,1.97964
88.87,0.06753925,966.0345,4.206531,67.9322,16.7774,319.4426,0.330407,6.87881,609.3131,1.97938
88.88,0.067562,966.028,4.206544,67.9328,16.7776,319.4024,0.330368,6.87944,609.2944,1.97912
88.89,0.06758475,966.0215,4.206557,67.9334,16.7778,319.3622,0.330329,6.88007,609.2757,1.97886
88.9,0.0676075,966.015,4.20657,67.934,16.778,319.322,0.33029,6.8807,609.257,1.9786
88.91,0.06763025,966.0085,4.206583,67.9346,16.7782,319.2818,0.330251,6.88133,609.2383,1.97834
88.92,0.067653,966.002,4.206596,67.9352,16.7784,319.2416,0.330212,6.88196,609.2196,1.97808
88.93,0.06767575,965.9955,4.206609,67.9358,16.7786,319.2014,0.330173,6.88259,609.2009,1.97782
88.94,0.0676985,965.989,4.206622,67.9364,16.7788,319.1612,0.330134,6.88322,609.1822,1.97756
88.95,0.06772125,965.9825,4.206635,67.937,16.779,319.121,0.330095,6.88385,609.1635,1.9773
88.96,0.067744,965.976,4.206648,67.9376,16.7792,319.0808,0.330056,6.88448,609.1448,1.97704
88.97,0.06776675,965.9695,4.206661,67.9382,16.7794,319.0406,0.330017,6.88511,609.1261,1.97678
88.98,0.0677895,965.963,4.206674,67.9388,16.7796,319.0004,0.329978,6.88574,609.1074,1.97652
88.99,0.06781225,965.9565,4.206687,67.9394,16.7798,318.9602,0.329939,6.88637,609.0887,1.97626
89,0.067835,965.95,4.2067,67.94,16.78,318.92,0.3299,6.887,609.07,1.976
89.01,0.06785775,965.9435,4.206713,67.9406,16.7802,318.8798,0.329861,6.88763,609.0513,1.97574
89.02,0.0678805,965.937,4.206726,67.9412,16.7804,318.8396,0.329822,6.88826,609.0326,1.97548
89.03,0.06790325,965.9305,4.206739,67.9418,16.7806,318.7994,0.329783,6.88889,609.0139,1.97522
89.04,0.067926,965.924,4.206752,67.9424,16.7808,318.7592,0.329744,6.88952,608.9952,1.97496
89.05,0.06794875,965.9175,4.206765,67.943,16.781,318.719,0.329705,6.89015,608.9765,1.9747
89.06,0.0679715,965.911,4.206778,67.9436,16.7812,318.6788,0.329666,6.89078,608.9578,1.97444
89.07,0.06799425,965.9045,4.206791,67.9442,16.7814,318.6386,0.329627,6.89141,608.9391,1.97418
89.08,0.068017,965.898,4.206804,67.9448,16.7816,318.5984,0.329588,6.89204,608.9204,1.97392
89.09,0.06803975,965.8915,4.206817,67.9454,16.7818,318.5582,0.329549,6.89267,608.9017,1.97366
89.1,0.0680625,965.885,4.20683,67.946,16.782,318.518,0.32951,6.8933,608.883,1.9734
89.11,0.06808525,965.8785,4.206843,67.9466,16.7822,318.4778,0.329471,6.89393,608.8643,1.97314
89.12,0.068108,965.872,4.206856,67.9472,16.7824,318.4376,0.329432,6.89456,608.8456,1.97288
89.13,0.06813075,965.8655,4.206869,67.9478,16.7826,318.3974,0.329393,6.89519,608.8269,1.97262
89.14,0.0681535,965.859,4.206882,67.9484,16.7828,318.3572,0.329354,6.89582,608.8082,1.97236
89.15,0.06817625,965.8525,4.206895,67.949,16.783,318.317,0.329315,6.89645,608.7895,1.9721
89.16,0.068199,965.846,4.206908,67.9496,16.7832,318.2768,0.329276,6.89708,608.7708,1.97184
89.17,0.06822175,965.8395,4.206921,67.9502,16.7834,318.2366,0.329237,6.89771,608.7521,1.97158
89.18,0.0682445,965.833,4.206934,67.9508,16.7836,318.1964,0.329198,6.89834,608.7334,1.97132
89.19,0.06826725,965.8265,4.206947,67.9514,16.7838,318.1562,0.329159,6.89897,608.7147,1.97106
89.2,0.06829,965.82,4.20696,67.952,16.784,318.116,0.32912,6.8996,608.696,1.9708
89.21,0.06831275,965.8135,4.206973,67.9526,16.7842,318.0758,0.329081,6.90023,608.6773,1.97054
89.22,0.0683355,965.807,4.206986,67.9532,16.7844,318.0356,0.329042,6.90086,608.6586,1.97028
89.23,0.06835825,965.8005,4.206999,67.9538,16.7846,317.9954,0.329003,6.90149,608.6399,1.97002
89.24,0.068381,965.794,4.207012,67.9544,16.7848,317.9552,0.328964,6.90212,608.6212,1.96976
89.25,0.06840375,965.7875,4.207025,67.955,16.785,317.915,0.328925,6.90275,608.6025,1.9695
89.26,0.0684265,965.781,4.207038,67.9556,16.7852,317.8748,0.328886,6.90338,608.5838,1.96924
89.27,0.06844925,965.7745,4.207051,67.9562,16.7854,317.8346,0.328847,6.90401,608.5651,1.96898
89.28,0.068472,965.768,4.207064,67.9568,16.7856,317.7944,0.328808,6.90464,608.5464,1.96872
89.29,0.06849475,965.7615,4.207077,67.9574,16.7858,317.7542,0.328769,6.90527,608.5277,1.96846
89.3,0.0685175,965.755,4.20709,67.958,16.786,317.714,0.32873,6.9059,608.509,1.9682
89.31,0.06854025,965.7485,4.207103,67.9586,16.7862,317.6738,0.328691,6.90653,608.4903,1.96794
89.32,0.068563,965.742,4.207116,67.9592,16.7864,317.6336,0.328652,6.90716,608.4716,1.96768
89.33,0.06858575,965.7355,4.207129,67.9598,16.7866,317.5934,0.328613,6.90779,608.4529,1.96742
89.34,0.0686085,965.729,4.207142,67.9604,16.7868,317.5532,0.328574,6.90842,608.4342,1.96716
89.35,0.06863125,965.7225,4.207155,67.961,16.787,317.513,0.328535,6.90905,608.4155,1.9669
89.36,0.068654,965.716,4.207168,67.9616,16.7872,317.4728,0.328496,6.90968,608.3968,1.96664
89.37,0.06867675,965.7095,4.207181,67.9622,16.7874,317.4326,0.328457,6.91031,608.3781,1.96638
89.38,0.0686995,965.703,4.207194,67.9628,16.7876,317.3924,0.328418,6.91094,608.3594,1.96612
89.39,0.06872225,965.6965,4.207207,67.9634,16.7878,317.3522,0.328379,6.91157,608.3407,1.96586
89.4,0.068745,965.69,4.20722,67.964,16.788,317.312,0.32834,6.9122,608.322,1.9656
89.41,0.06876775,965.6835,4.207233,67.9646,16.7882,317.2718,0.328301,6.91283,608.3033,1.96534
89.42,0.0687905,965.677,4.207246,67.9652,16.7884,317.2316,0.328262,6.91346,608.2846,1.96508
89.43,0.06881325,965.6705,4.207259,67.9658,16.7886,317.1914,0.328223,6.91409,608.2659,1.96482
89.44,0.068836,965.664,4.207272,67.9664,16.7888,317.1512,0.328184,6.91472,608.2472,1.96456
89.45,0.06885875,965.6575,4.207285,67.967,16.789,317.111,0.328145,6.91535,608.2285,1.9643
89.46,0.0688815,965.651,4.207298,67.9676,16.7892,317.0708,0.328106,6.91598,608.2098,1.96404
89.47,0.06890425,965.6445,4.207311,67.9682,16.7894,317.0306,0.328067,6.91661,608.1911,1.96378
89.48,0.068927,965.638,4.207324,67.9688,16.7896,316.9904,0.328028,6.91724,608.1724,1.96352
89.49,0.06894975,965.6315,4.207337,67.9694,16.7898,316.9502,0.327989,6.91787,608.1537,1.96326
89.5,0.0689725,965.625,4.20735,67.97,16.79,316.91,0.32795,6.9185,608.135,1.963
89.51,0.06899525,965.6185,4.207363,67.9706,16.7902,316.8698,0.327911,6.91913,608.1163,1.96274
89.52,0.069018,965.612,4.207376,67.9712,16.7904,316.8296,0.327872,6.91976,608.0976,1.96248
89.53,0.06904075,965.6055,4.207389,67.9718,16.7906,316.7894,0.327833,6.92039,608.0789,1.96222
89.54,0.0690635,965.599,4.207402,67.9724,16.7908,316.7492,0.327794,6.92102,608.0602,1.96196
89.55,0.06908625,965.5925,4.207415,67.973,16.791,316.709,0.327755,6.92165,608.0415,1.9617
89.56,0.069109,965.586,4.207428,67.9736,16.7912,316.6688,0.327716,6.92228,608.0228,1.96144
89.57,0.06913175,965.5795,4.207441,67.9742,16.7914,316.6286,0.327677,6.92291,608.0041,1.96118
89.58,0.0691545,965.573,4.207454,67.9748,16.7916,316.5884,0.327638,6.92354,607.9854,1.96092
89.59,0.06917725,965.5665,4.207467,67.9754,16.7918,316.5482,0.327599,6.92417,607.9667,1.96066
89.6,0.0692,965.56,4.20748,67.976,16.792,316.508,0.32756,6.9248,607.948,1.9604
89.61,0.06922275,965.5535,4.207493,67.9766,16.7922,316.4678,0.327521,6.92543,607.9293,1.96014
89.62,0.0692455,965.547,4.207506,67.9772,16.7924,316.4276,0.327482,6.92606,607.9106,1.95988
89.63,0.06926825,965.5405,4.207519,67.9778,16.7926,316.3874,0.327443,6.92669,607.8919,1.95962
89.64,0.069291,965.534,4.207532,67.9784,16.7928,316.3472,0.327404,6.92732,607.8732,1.95936
89.65,0.06931375,965.5275,4.207545,67.979,16.793,316.307,0.327365,6.92795,607.8545,1.9591
89.66,0.0693365,965.521,4.207558,67.9796,16.7932,316.2668,0.327326,6.92858,607.8358,1.95884
89.67,0.06935925,965.5145,4.207571,67.9802,16.7934,316.2266,0.327287,6.92921,607.8171,1.95858
89.68,0.069382,965.508,4.207584,67.9808,16.7936,316.1864,0.327248,6.92984,607.7984,1.95832
89.69,0.06940475,965.5015,4.207597,67.9814,16.7938,316.1462,0.327209,6.93047,607.7797,1.95806
89.7,0.0694275,965.495,4.20761,67.982,16.794,316.106,0.32717,6.9311,607.761,1.9578
89.71,0.06945025,965.4885,4.207623,67.9826,16.7942,316.0658,0.327131,6.93173,607.7423,1.95754
89.72,0.069473,965.482,4.207636,67.9832,16.7944,316.0256,0.327092,6.93236,607.7236,1.95728
89.73,0.06949575,965.4755,4.207649,67.9838,16.7946,315.9854,0.327053,6.93299,607.7049,1.95702
89.74,0.0695185,965.469,4.207662,67.9844,16.7948,315.9452,0.327014,6.93362,607.6862,1.95676
89.75,0.06954125,965.4625,4.207675,67.985,16.795,315.905,0.326975,6.93425,607.6675,1.9565
89.76,0.069564,965.456,4.207688,67.9856,16.7952,315.8648,0.326936,6.93488,607.6488,1.95624
89.77,0.06958675,965.4495,4.207701,67.9862,16.7954,315.8246,0.326897,6.93551,607.6301,1.95598
89.78,0.0696095,965.443,4.207714,67.9868,16.7956,315.7844,0.326858,6.93614,607.6114,1.95572
89.79,0.06963225,965.4365,4.207727,67.9874,16.7958,315.7442,0.326819,6.93677,607.5927,1.95546
89.8,0.069655,965.43,4.20774,67.988,16.796,315.704,0.32678,6.9374,607.574,1.9552
89.81,0.06967775,965.4235,4.207753,67.9886,16.7962,315.6638,0.326741,6.93803,607.5553,1.95494
89.82,0.0697005,965.417,4.207766,67.9892,16.7964,315.6236,0.326702,6.93866,607.5366,1.95468
89.83,0.06972325,965.4105,4.207779,67.9898,16.7966,315.5834,0.326663,6.93929,607.5179,1.95442
89.84,0.069746,965.404,4.207792,67.9904,16.7968,315.5432,0.326624,6.93992,607.4992,1.95416
89.85,0.06976875,965.3975,4.207805,67.991,16.797,315.503,0.326585,6.94055,607.4805,1.9539
89.86,0.0697915,965.391,4.207818,67.9916,16.7972,315.4628,0.326546,6.94118,607.4618,1.95364
89.87,0.06981425,965.3845,4.207831,67.9922,16.7974,315.4226,0.326507,6.94181,607.4431,1.95338
89.88,0.069837,965.378,4.207844,67.9928,16.7976,315.3824,0.326468,6.94244,607.4244,1.95312
89.89,0.06985975,965.3715,4.207857,67.9934,16.7978,315.3422,0.326429,6.94307,607.4057,1.95286
89.9,0.0698825,965.365,4.20787,67.994,16.798,315.302,0.32639,6.9437,607.387,1.9526
89.91,0.06990525,965.3585,4.207883,67.9946,16.7982,315.2618,0.326351,6.94433,607.3683,1.95234
89.92,0.069928,965.352,4.207896,67.9952,16.7984,315.2216,0.326312,6.94496,607.3496,1.95208
89.93,0.06995075,965.3455,4.207909,67.9958,16.7986,315.1814,0.326273,6.94559,607.3309,1.95182
89.94,0.0699735,965.339,4.207922,67.9964,16.7988,315.1412,0.326234,6.94622,607.3122,1.95156
89.95,0.06999625,965.3325,4.207935,67.997,16.799,315.101,0.326195,6.94685,607.2935,1.9513
89.96,0.070019,965.326,4.207948,67.9976,16.7992,315.0608,0.326156,6.94748,607.2748,1.95104
89.97,0.07004175,965.3195,4.207961,67.9982,16.7994,315.0206,0.326117,6.94811,607.2561,1.95078
89.98,0.0700645,965.313,4.207974,67.9988,16.7996,314.9804,0.326078,6.94874,607.2374,1.95052
89.99,0.07008725,965.3065,4.207987,67.9994,16.7998,314.9402,0.326039,6.94937,607.2187,1.95026
90,0.07011,965.3,4.208,68,16.8,314.9,0.326,6.95,607.2,1.95
90.01,0.07014119,965.2931,4.208012,68.0003,16.8001,314.8676,0.325969,6.95057,607.1814,1.9498
90.02,0.07017238,965.2862,4.208024,68.0006,16.8002,314.8352,0.325938,6.95114,607.1628,1.9496
90.03,0.07020357,965.2793,4.208036,68.0009,16.8003,314.8028,0.325907,6.95171,607.1442,1.9494
90.04,0.07023476,965.2724,4.208048,68.0012,16.8004,314.7704,0.325876,6.95228,607.1256,1.9492
90.05,0.07026595,965.2655,4.20806,68.0015,16.8005,314.738,0.325845,6.95285,607.107,1.949
90.06,0.07029714,965.2586,4.208072,68.0018,16.8006,314.7056,0.325814,6.95342,607.0884,1.9488
90.07,0.07032833,965.2517,4.208084,68.0021,16.8007,314.6732,0.325783,6.95399,607.0698,1.9486
90.08,0.07035952,965.2448,4.208096,68.0024,16.8008,314.6408,0.325752,6.95456,607.0512,1.9484
90.09,0.07039071,965.2379,4.208108,68.0027,16.8009,314.6084,0.325721,6.95513,607.0326,1.9482
90.1,0.0704219,965.231,4.20812,68.003,16.801,314.576,0.32569,6.9557,607.014,1.948
90.11,0.07045309,965.2241,4.208132,68.0033,16.8011,314.5436,0.325659,6.95627,606.9954,1.9478
90.12,0.07048428,965.2172,4.208144,68.0036,16.8012,314.5112,0.325628,6.95684,606.9768,1.9476
90.13,0.07051547,965.2103,4.208156,68.0039,16.8013,314.4788,0.325597,6.95741,606.9582,1.9474
90.14,0.07054666,965.2034,4.208168,68.0042,16.8014,314.4464,0.325566,6.95798,606.9396,1.9472
90.15,0.07057785,965.1965,4.20818,68.0045,16.8015,314.414,0.325535,6.95855,606.921,1.947
90.16,0.07060904,965.1896,4.208192,68.0048,16.8016,314.3816,0.325504,6.95912,606.9024,1.9468
90.17,0.07064023,965.1827,4.208204,68.0051,16.8017,314.3492,0.325473,6.95969,606.8838,1.9466
90.18,0.07067142,965.1758,4.208216,68.0054,16.8018,314.3168,0.325442,6.96026,606.8652,1.9464
90.19,0.07070261,965.1689,4.208228,68.0057,16.8019,314.2844,0.325411,6.96083,606.8466,1.9462
90.2,0.0707338,965.162,4.20824,68.006,16.802,314.252,0.32538,6.9614,606.828,1.946
90.21,0.07076499,965.1551,4.208252,68.0063,16.8021,314.2196,0.325349,6.96197,606.8094,1.9458
90.22,0.07079618,965.1482,4.208264,68.0066,16.8022,314.1872,0.325318,6.96254,606.7908,1.9456
90.23,0.07082737,965.1413,4.208276,68.0069,16.8023,314.1548,0.325287,6.96311,606.7722,1.9454
90.24,0.07085856,965.1344,4.208288,68.0072,16.8024,314.1224,0.325256,6.96368,606.7536,1.9452
90.25,0.07088975,965.1275,4.2083,68.0075,16.8025,314.09,0.325225,6.96425,606.735,1.945
90.26,0.07092094,965.1206,4.208312,68.0078,16.8026,314.0576,0.325194,6.96482,606.7164,1.9448
90.27,0.07095213,965.1137,4.208324,68.0081,16.8027,314.0252,0.325163,6.96539,606.6978,1.9446
90.28,0.07098332,965.1068,4.208336,68.0084,16.8028,313.9928,0.325132,6.96596,606.6792,1.9444
90.29,0.07101451,965.0999,4.208348,68.0087,16.8029,313.9604,0.325101,6.96653,606.6606,1.9442
90.3,0.0710457,965.093,4.20836,68.009,16.803,313.928,0.32507,6.9671,606.642,1.944
90.31,0.07107689,965.0861,4.208372,68.0093,16.8031,313.8956,0.325039,6.96767,606.6234,1.9438
90.32,0.07110808,965.0792,4.208384,68.0096,16.8032,313.8632,0.325008,6.96824,606.6048,1.9436
90.33,0.07113927,965.0723,4.208396,68.0099,16.8033,313.8308,0.324977,6.96881,606.5862,1.9434
90.34,0.07117046,965.0654,4.208408,68.0102,16.8034,313.7984,0.324946,6.96938,606.5676,1.9432
90.35,0.07120165,965.0585,4.20842,68.0105,16.8035,313.766,0.324915,6.96995,606.549,1.943
90.36,0.07123284,965.0516,4.208432,68.0108,16.8036,313.7336,0.324884,6.97052,606.5304,1.9428
90.37,0.07126403,965.0447,4.208444,68.0111,16.8037,313.7012,0.324853,6.97109,606.5118,1.9426
90.38,0.07129522,965.0378,4.208456,68.0114,16.8038,313.6688,0.324822,6.97166,606.4932,1.9424
90.39,0.07132641,965.0309,4.208468,68.0117,16.8039,313.6364,0.324791,6.97223,606.4746,1.9422
90.4,0.0713576,965.024,4.20848,68.012,16.804,313.604,0.32476,6.9728,606.456,1.942
90.41,0.07138879,965.0171,4.208492,68.0123,16.8041,313.5716,0.324729,6.97337,606.4374,1.9418
90.42,0.07141998,965.0102,4.208504,68.0126,16.8042,313.5392,0.324698,6.97394,606.4188,1.9416
90.43,0.07145117,965.0033,4.208516,68.0129,16.8043,313.5068,0.324667,6.97451,606.4002,1.9414
90.44,0.07148236,964.9964,4.208528,68.0132,16.8044,313.4744,0.324636,6.97508,606.3816,1.9412
90.45,0.07151355,964.9895,4.20854,68.0135,16.8045,313.442,0.324605,6.97565,606.363,1.941
90.46,0.07154474,964.9826,4.208552,68.0138,16.8046,313.4096,0.324574,6.97622,606.3444,1.9408
90.47,0.07157593,964.9757,4.208564,68.0141,16.8047,313.3772,0.324543,6.97679,606.3258,1.9406
90.48,0.07160712,964.9688,4.208576,68.0144,16.8048,313.3448,0.324512,6.97736,606.3072,1.9404
90.49,0.07163831,964.9619,4.208588,68.0147,16.8049,313.3124,0.324481,6.97793,606.2886,1.9402
90.5,0.0716695,964.955,4.2086,68.015,16.805,313.28,0.32445,6.9785,606.27,1.94
90.51,0.07170069,964.9481,4.208612,68.0153,16.8051,313.2476,0.324419,6.97907,606.2514,1.9398
90.52,0.07173188,964.9412,4.208624,68.0156,16.8052,313.2152,0.324388,6.97964,606.2328,1.9396
90.53,0.07176307,964.9343,4.208636,68.0159,16.8053,313.1828,0.324357,6.98021,606.2142,1.9394
90.54,0.07179426,964.9274,4.208648,68.0162,16.8054,313.1504,0.324326,6.98078,606.1956,1.9392
90.55,0.07182545,964.9205,4.20866,68.0165,16.8055,313.118,0.324295,6.98135,606.177,1.939
90.56,0.07185664,964.9136,4.208672,68.0168,16.8056,313.0856,0.324264,6.98192,606.1584,1.9388
90.57,0.07188783,964.9067,4.208684,68.0171,16.8057,313.0532,0.324233,6.98249,606.1398,1.9386
90.58,0.07191902,964.8998,4.208696,68.0174,16.8058,313.0208,0.324202,6.98306,606.1212,1.9384
90.59,0.07195021,964.8929,4.208708,68.0177,16.8059,312.9884,0.324171,6.98363,606.1026,1.9382
90.6,0.0719814,964.886,4.20872,68.018,16.806,312.956,0.32414,6.9842,606.084,1.938
90.61,0.07201259,964.8791,4.208732,68.0183,16.8061,312.9236,0.324109,6.98477,606.0654,1.9378
90.62,0.07204378,964.8722,4.208744,68.0186,16.8062,312.8912,0.324078,6.98534,606.0468,1.9376
90.63,0.07207497,964.8653,4.208756,68.0189,16.8063,312.8588,0.324047,6.98591,606.0282,1.9374
90.64,0.07210616,964.8584,4.208768,68.0192,16.8064,312.8264,0.324016,6.98648,606.0096,1.9372
90.65,0.07213735,964.8515,4.20878,68.0195,16.8065,312.794,0.323985,6.98705,605.991,1.937
90.66,0.07216854,964.8446,4.208792,68.0198,16.8066,312.7616,0.323954,6.98762,605.9724,1.9368
90.67,0.07219973,964.8377,4.208804,68.0201,16.8067,312.7292,0.323923,6.98819,605.9538,1.9366
90.68,0.07223092,964.8308,4.208816,68.0204,16.8068,312.6968,0.323892,6.98876,605.9352,1.9364
90.69,0.07226211,964.8239,4.208828,68.0207,16.8069,312.6644,0.323861,6.98933,605.9166,1.9362
90.7,0.0722933,964.817,4.20884,68.021,16.807,312.632,0.32383,6.9899,605.898,1.936
90.71,0.07232449,964.8101,4.208852,68.0213,16.8071,312.5996,0.323799,6.99047,605.8794,1.9358
90.72,0.07235568,964.8032,4.208864,68.0216,16.8072,312.5672,0.323768,6.99104,605.8608,1.9356
90.73,0.07238687,964.7963,4.208876,68.0219,16.8073,312.5348,0.323737,6.99161,605.8422,1.9354
90.74,0.07241806,964.7894,4.208888,68.0222,16.8074,312.5024,0.323706,6.99218,605.8236,1.9352
90.75,0.07244925,964.7825,4.2089,68.0225,16.8075,312.47,0.323675,6.99275,605.805,1.935
90.76,0.07248044,964.7756,4.208912,68.0228,16.8076,312.4376,0.323644,6.99332,605.7864,1.9348
90.77,0.07251163,964.7687,4.208924,68.0231,16.8077,312.4052,0.323613,6.99389,605.7678,1.9346
90.78,0.07254282,964.7618,4.208936,68.0234,16.8078,312.3728,0.323582,6.99446,605.7492,1.9344
90.79,0.07257401,964.7549,4.208948,68.0237,16.8079,312.3404,0.323551,6.99503,605.7306,1.9342
90.8,0.0726052,964.748,4.20896,68.024,16.808,312.308,0.32352,6.9956,605.712,1.934
90.81,0.07263639,964.7411,4.208972,68.0243,16.8081,312.2756,0.323489,6.99617,605.6934,1.9338
90.82,0.07266758,964.7342,4.208984,68.0246,16.8082,312.2432,0.323458,6.99674,605.6748,1.9336
90.83,0.07269877,964.7273,4.208996,68.0249,16.8083,312.2108,0.323427,6.99731,605.6562,1.9334
90.84,0.07272996,964.7204,4.209008,68.0252,16.8084,312.1784,0.323396,6.99788,605.6376,1.9332
90.85,0.07276115,964.7135,4.20902,68.0255,16.8085,312.146,0.323365,6.99845,605.619,1.933
90.86,0.07279234,964.7066,4.209032,68.0258,16.8086,312.1136,0.323334,6.99902,605.6004,1.9328
